Gender,HoursStudied/Week,Tutoring,Region,Attendance(%),Parent Education,Exam_Score,Study_Category,Attendance_Category,Score_Category,Study_Efficiency
Male,14.6,No,Rural,96.1,Secondary,91.5,High (10-15h),Excellent (90%+),Excellent (85+),5.865384615384616
Male,11.1,Yes,Urban,87.0,Secondary,100.0,High (10-15h),Good (75-90%),Excellent (85+),8.264462809917356
Female,12.6,Yes,Urban,85.1,Secondary,100.0,High (10-15h),Good (75-90%),Excellent (85+),7.352941176470589
Male,16.0,No,Urban,51.1,Secondary,80.6,Very High (15h+),Poor (<60%),Good (70-85),4.741176470588235
Female,13.8,No,Urban,97.9,Secondary,89.9,High (10-15h),Excellent (90%+),Excellent (85+),6.074324324324325
Male,16.0,No,Rural,94.3,Secondary,83.3,Very High (15h+),Excellent (90%+),Good (70-85),4.8999999999999995
Female,9.0,No,Rural,95.5,Secondary,67.3,Medium (5-10h),Excellent (90%+),Pass (50-70),6.7299999999999995
Female,8.0,No,Urban,93.0,Tertiary,69.0,Medium (5-10h),Excellent (90%+),Pass (50-70),7.666666666666667
Female,14.4,No,Rural,97.0,Primary,83.4,High (10-15h),Excellent (90%+),Good (70-85),5.415584415584416
Female,9.8,No,Urban,64.8,Tertiary,72.5,Medium (5-10h),Fair (60-75%),Good (70-85),6.712962962962963
Female,8.9,No,Rural,64.2,Primary,56.3,Medium (5-10h),Fair (60-75%),Pass (50-70),5.686868686868686
Male,16.0,No,Urban,54.8,Secondary,84.5,Very High (15h+),Poor (<60%),Good (70-85),4.970588235294118
Male,10.5,Yes,Urban,65.5,Primary,82.7,High (10-15h),Fair (60-75%),Good (70-85),7.191304347826088
Female,5.6,Yes,Rural,86.6,Secondary,66.9,Medium (5-10h),Good (75-90%),Pass (50-70),10.136363636363638
Female,8.6,No,Urban,91.9,Secondary,72.3,Medium (5-10h),Excellent (90%+),Good (70-85),7.53125
Female,6.0,Yes,Rural,65.2,Secondary,65.6,Medium (5-10h),Fair (60-75%),Pass (50-70),9.37142857142857
Male,5.0,No,Rural,79.6,Primary,38.3,Low (0-5h),Good (75-90%),Fail (<50),6.383333333333333
Female,8.7,No,Urban,93.1,,71.6,Medium (5-10h),Excellent (90%+),Good (70-85),7.381443298969072
Male,9.2,Yes,Rural,95.8,Tertiary,77.7,Medium (5-10h),Excellent (90%+),Good (70-85),7.61764705882353
Female,12.5,No,Rural,74.3,Secondary,81.7,High (10-15h),Fair (60-75%),Good (70-85),6.051851851851852
Male,15.9,No,Rural,60.2,Primary,84.3,Very High (15h+),Fair (60-75%),Good (70-85),4.988165680473373
Female,7.6,Yes,Urban,98.8,Primary,83.3,Medium (5-10h),Excellent (90%+),Good (70-85),9.686046511627907
Male,3.4,No,Urban,94.9,Primary,35.9,Low (0-5h),Excellent (90%+),Fail (<50),8.159090909090908
Male,11.7,No,Rural,75.1,Tertiary,71.6,High (10-15h),Good (75-90%),Good (70-85),5.637795275590551
Female,3.2,No,Urban,69.7,Secondary,34.7,Low (0-5h),Fair (60-75%),Fail (<50),8.261904761904763
Female,9.1,No,Urban,65.5,Primary,64.6,Medium (5-10h),Fair (60-75%),Pass (50-70),6.3960396039603955
Female,7.1,Yes,Urban,73.0,Primary,77.7,Medium (5-10h),Fair (60-75%),Good (70-85),9.592592592592593
Female,9.3,No,Urban,79.1,Tertiary,66.7,Medium (5-10h),Good (75-90%),Pass (50-70),6.475728155339806
Male,8.3,No,Urban,50.6,Secondary,51.3,Medium (5-10h),Poor (<60%),Pass (50-70),5.516129032258064
Male,10.0,No,Rural,58.5,Primary,59.6,Medium (5-10h),Poor (<60%),Pass (50-70),5.418181818181818
Male,11.9,No,Urban,54.9,Tertiary,74.4,High (10-15h),Poor (<60%),Good (70-85),5.767441860465117
Male,5.1,No,Rural,76.5,Secondary,43.3,Medium (5-10h),Good (75-90%),Fail (<50),7.098360655737705
Male,0.0,Yes,Rural,95.1,Secondary,40.3,,Excellent (90%+),Fail (<50),40.3
Male,11.2,No,Rural,61.6,Secondary,65.1,High (10-15h),Fair (60-75%),Pass (50-70),5.336065573770492
Female,11.9,No,Urban,93.7,Primary,87.0,High (10-15h),Excellent (90%+),Excellent (85+),6.7441860465116275
Male,9.0,No,Rural,79.1,Primary,55.1,Medium (5-10h),Good (75-90%),Pass (50-70),5.51
Male,6.9,No,Urban,60.1,Tertiary,52.3,Medium (5-10h),Fair (60-75%),Pass (50-70),6.620253164556962
Male,8.6,No,Urban,72.3,Primary,57.4,Medium (5-10h),Fair (60-75%),Pass (50-70),5.979166666666667
Female,13.9,No,Rural,94.0,Tertiary,84.4,High (10-15h),Excellent (90%+),Good (70-85),5.6644295302013425
Male,16.0,No,Urban,92.9,,92.1,Very High (15h+),Excellent (90%+),Excellent (85+),5.417647058823529
Female,10.6,No,Urban,90.9,Tertiary,82.3,High (10-15h),Excellent (90%+),Good (70-85),7.094827586206897
Male,11.4,No,Rural,76.8,Secondary,69.9,High (10-15h),Good (75-90%),Pass (50-70),5.637096774193549
Male,14.5,Yes,Urban,53.1,Secondary,96.5,High (10-15h),Poor (<60%),Excellent (85+),6.225806451612903
Female,8.2,Yes,Urban,97.4,Tertiary,92.5,Medium (5-10h),Excellent (90%+),Excellent (85+),10.054347826086957
Male,6.9,No,Rural,69.7,Secondary,58.7,Medium (5-10h),Fair (60-75%),Pass (50-70),7.430379746835443
Male,15.4,No,Urban,54.7,Secondary,75.0,Very High (15h+),Poor (<60%),Good (70-85),4.573170731707317
Female,10.3,No,Urban,95.7,,75.6,High (10-15h),Excellent (90%+),Good (70-85),6.690265486725663
Female,4.0,Yes,Urban,98.0,Tertiary,72.6,Low (0-5h),Excellent (90%+),Good (70-85),14.52
Male,9.6,Yes,Urban,75.2,Secondary,82.8,Medium (5-10h),Good (75-90%),Good (70-85),7.811320754716981
Male,4.9,No,Urban,80.2,Tertiary,56.3,Low (0-5h),Good (75-90%),Pass (50-70),9.54237288135593
Female,9.1,Yes,Urban,51.1,Tertiary,76.3,Medium (5-10h),Poor (<60%),Good (70-85),7.554455445544554
Female,10.8,No,Urban,81.7,Secondary,80.5,High (10-15h),Good (75-90%),Good (70-85),6.822033898305085
Female,10.9,No,Rural,92.9,Primary,77.5,High (10-15h),Excellent (90%+),Good (70-85),6.512605042016807
Female,10.9,No,Rural,65.5,,57.5,High (10-15h),Fair (60-75%),Pass (50-70),4.831932773109243
Male,8.0,Yes,Urban,79.2,Secondary,80.4,Medium (5-10h),Good (75-90%),Good (70-85),8.933333333333334
Male,10.8,Yes,Rural,91.7,Secondary,86.9,High (10-15h),Excellent (90%+),Excellent (85+),7.364406779661017
Female,9.1,No,Urban,92.5,Secondary,77.8,Medium (5-10h),Excellent (90%+),Good (70-85),7.702970297029703
Male,7.2,No,Urban,57.5,Secondary,59.0,Medium (5-10h),Poor (<60%),Pass (50-70),7.195121951219513
Female,5.3,Yes,Urban,60.4,Primary,58.6,Medium (5-10h),Fair (60-75%),Pass (50-70),9.301587301587302
Female,8.9,No,Urban,74.6,Primary,66.4,Medium (5-10h),Fair (60-75%),Pass (50-70),6.707070707070708
Male,3.6,No,Urban,75.8,Tertiary,53.7,Low (0-5h),Good (75-90%),Pass (50-70),11.673913043478262
Female,14.4,Yes,Urban,59.1,Primary,93.9,High (10-15h),Poor (<60%),Excellent (85+),6.097402597402597
Female,5.4,No,Urban,61.8,Secondary,40.6,Medium (5-10h),Fair (60-75%),Fail (<50),6.34375
Male,14.5,Yes,Rural,63.9,Secondary,87.3,High (10-15h),Fair (60-75%),Excellent (85+),5.632258064516129
Male,6.0,No,Rural,90.0,Tertiary,56.2,Medium (5-10h),Good (75-90%),Pass (50-70),8.028571428571428
Female,10.1,No,Urban,78.6,,63.7,High (10-15h),Good (75-90%),Pass (50-70),5.738738738738739
Male,9.0,No,Urban,69.3,Primary,53.6,Medium (5-10h),Fair (60-75%),Pass (50-70),5.36
Male,11.8,Yes,Urban,61.6,Primary,75.2,High (10-15h),Fair (60-75%),Good (70-85),5.875
Male,9.4,Yes,Urban,94.6,Secondary,94.2,Medium (5-10h),Excellent (90%+),Excellent (85+),9.057692307692308
Male,10.7,No,Rural,82.2,,64.4,High (10-15h),Good (75-90%),Pass (50-70),5.504273504273505
Male,7.2,No,Rural,89.8,Primary,54.5,Medium (5-10h),Good (75-90%),Pass (50-70),6.646341463414635
Male,10.1,No,Rural,51.8,Tertiary,61.7,High (10-15h),Poor (<60%),Pass (50-70),5.558558558558559
Female,8.1,No,Urban,97.1,Secondary,81.0,Medium (5-10h),Excellent (90%+),Good (70-85),8.901098901098901
Male,6.8,No,Urban,50.1,Primary,40.4,Medium (5-10h),Poor (<60%),Fail (<50),5.17948717948718
Female,9.1,No,Urban,95.6,Tertiary,81.3,Medium (5-10h),Excellent (90%+),Good (70-85),8.049504950495049
Female,4.5,Yes,Rural,87.4,Tertiary,61.9,Low (0-5h),Good (75-90%),Pass (50-70),11.254545454545454
Female,8.6,No,Urban,60.3,Primary,58.3,Medium (5-10h),Fair (60-75%),Pass (50-70),6.072916666666667
Male,11.2,Yes,Urban,76.2,Tertiary,93.5,High (10-15h),Good (75-90%),Excellent (85+),7.663934426229509
Male,5.5,No,Rural,59.4,Tertiary,46.7,Medium (5-10h),Poor (<60%),Fail (<50),7.184615384615385
Female,16.0,No,Rural,70.6,Tertiary,95.7,Very High (15h+),Fair (60-75%),Excellent (85+),5.629411764705883
Female,13.4,No,Urban,60.6,,80.1,High (10-15h),Fair (60-75%),Good (70-85),5.562499999999999
Female,15.3,No,Urban,97.8,Secondary,97.1,Very High (15h+),Excellent (90%+),Excellent (85+),5.957055214723926
Female,9.4,Yes,Urban,93.3,Primary,90.4,Medium (5-10h),Excellent (90%+),Excellent (85+),8.692307692307693
Male,9.5,No,Urban,58.4,Primary,65.3,Medium (5-10h),Poor (<60%),Pass (50-70),6.219047619047619
Female,7.5,No,Rural,64.0,Primary,51.6,Medium (5-10h),Fair (60-75%),Pass (50-70),6.070588235294117
Male,5.4,No,Urban,88.4,Tertiary,64.3,Medium (5-10h),Good (75-90%),Pass (50-70),10.046874999999998
Female,13.2,Yes,Urban,89.2,Secondary,100.0,High (10-15h),Good (75-90%),Excellent (85+),7.042253521126761
Male,5.0,No,Rural,81.7,Secondary,45.7,Low (0-5h),Good (75-90%),Fail (<50),7.616666666666667
Male,6.4,No,Urban,84.6,Primary,58.6,Medium (5-10h),Good (75-90%),Pass (50-70),7.918918918918918
Female,5.0,No,Rural,70.1,Primary,44.3,Low (0-5h),Fair (60-75%),Fail (<50),7.383333333333333
Female,1.6,No,Urban,89.2,Secondary,45.2,Low (0-5h),Good (75-90%),Fail (<50),17.384615384615387
Female,8.0,No,Urban,98.7,Secondary,60.2,Medium (5-10h),Excellent (90%+),Pass (50-70),6.688888888888889
Female,6.5,Yes,Urban,79.2,Secondary,65.8,Medium (5-10h),Good (75-90%),Pass (50-70),8.773333333333333
Male,14.6,No,Urban,65.1,,74.3,High (10-15h),Fair (60-75%),Good (70-85),4.762820512820513
Male,14.0,Yes,Urban,85.7,Secondary,90.0,High (10-15h),Good (75-90%),Excellent (85+),6.0
Male,12.0,No,Rural,65.1,Primary,61.1,High (10-15h),Fair (60-75%),Pass (50-70),4.7
Male,11.5,No,Rural,95.5,Tertiary,83.4,High (10-15h),Excellent (90%+),Good (70-85),6.672000000000001
Male,12.6,No,Urban,52.8,Secondary,72.5,High (10-15h),Poor (<60%),Good (70-85),5.330882352941177
Female,8.4,No,Urban,61.6,Secondary,56.1,Medium (5-10h),Fair (60-75%),Pass (50-70),5.968085106382978
Male,7.8,Yes,Rural,56.3,Tertiary,56.6,Medium (5-10h),Poor (<60%),Pass (50-70),6.431818181818182
Female,9.7,No,Urban,71.7,Secondary,65.1,Medium (5-10h),Fair (60-75%),Pass (50-70),6.08411214953271
Male,16.0,No,Rural,73.2,Tertiary,91.0,Very High (15h+),Fair (60-75%),Excellent (85+),5.352941176470588
Male,5.7,No,Urban,79.5,Secondary,53.2,Medium (5-10h),Good (75-90%),Pass (50-70),7.940298507462686
Female,11.5,Yes,Rural,54.8,Tertiary,80.3,High (10-15h),Poor (<60%),Good (70-85),6.4239999999999995
Male,11.3,Yes,Rural,83.7,,81.2,High (10-15h),Good (75-90%),Good (70-85),6.6016260162601625
Male,5.2,No,Urban,78.4,Tertiary,58.0,Medium (5-10h),Good (75-90%),Pass (50-70),9.35483870967742
Female,11.1,No,Urban,54.6,,64.5,High (10-15h),Poor (<60%),Pass (50-70),5.330578512396694
Male,5.7,No,Urban,51.4,Primary,45.9,Medium (5-10h),Poor (<60%),Fail (<50),6.850746268656716
Female,13.0,No,Urban,73.2,Tertiary,81.0,High (10-15h),Fair (60-75%),Good (70-85),5.785714285714286
Male,8.4,No,Urban,60.5,Tertiary,58.1,Medium (5-10h),Fair (60-75%),Pass (50-70),6.180851063829787
Female,14.8,No,Rural,73.1,Secondary,87.3,High (10-15h),Fair (60-75%),Excellent (85+),5.525316455696202
Male,9.3,No,Rural,64.3,Tertiary,54.3,Medium (5-10h),Fair (60-75%),Pass (50-70),5.271844660194174
Male,8.6,No,Urban,58.2,Secondary,63.1,Medium (5-10h),Poor (<60%),Pass (50-70),6.572916666666667
Female,7.4,No,Rural,71.4,,56.4,Medium (5-10h),Fair (60-75%),Pass (50-70),6.7142857142857135
Female,11.3,Yes,Rural,68.8,,82.2,High (10-15h),Fair (60-75%),Good (70-85),6.682926829268292
Male,11.6,No,Rural,57.6,Tertiary,73.2,High (10-15h),Poor (<60%),Good (70-85),5.80952380952381
Male,7.9,No,Rural,66.9,Primary,50.3,Medium (5-10h),Fair (60-75%),Pass (50-70),5.651685393258426
Male,7.9,No,Urban,67.5,Secondary,54.0,Medium (5-10h),Fair (60-75%),Pass (50-70),6.067415730337078
Male,14.8,No,Urban,67.1,Secondary,87.3,High (10-15h),Fair (60-75%),Excellent (85+),5.525316455696202
Male,4.8,No,Urban,89.8,Primary,57.9,Low (0-5h),Good (75-90%),Pass (50-70),9.982758620689655
Female,13.1,No,Urban,80.4,Tertiary,79.7,High (10-15h),Good (75-90%),Good (70-85),5.652482269503547
Female,9.6,Yes,Urban,59.7,,73.7,Medium (5-10h),Poor (<60%),Good (70-85),6.952830188679246
Male,11.8,Yes,Urban,79.3,Secondary,85.1,High (10-15h),Good (75-90%),Excellent (85+),6.648437499999999
Female,14.5,No,Urban,79.6,Tertiary,82.4,High (10-15h),Good (75-90%),Good (70-85),5.316129032258065
Female,9.4,No,Rural,50.7,,48.9,Medium (5-10h),Poor (<60%),Fail (<50),4.701923076923077
Male,7.4,Yes,Urban,73.1,Primary,66.6,Medium (5-10h),Fair (60-75%),Pass (50-70),7.928571428571428
Male,7.6,No,Urban,83.6,Tertiary,68.0,Medium (5-10h),Good (75-90%),Pass (50-70),7.906976744186047
Male,13.9,No,Rural,91.0,Secondary,87.8,High (10-15h),Excellent (90%+),Excellent (85+),5.892617449664429
Female,13.0,Yes,Urban,69.5,Secondary,98.5,High (10-15h),Fair (60-75%),Excellent (85+),7.035714285714286
Male,14.4,No,Rural,92.0,Tertiary,89.6,High (10-15h),Excellent (90%+),Excellent (85+),5.8181818181818175
Female,13.8,No,Rural,96.3,Tertiary,87.9,High (10-15h),Excellent (90%+),Excellent (85+),5.9391891891891895
Female,11.5,No,Urban,57.5,Primary,77.0,High (10-15h),Poor (<60%),Good (70-85),6.16
Female,9.0,No,Urban,58.1,Secondary,54.5,Medium (5-10h),Poor (<60%),Pass (50-70),5.45
Female,16.0,No,Urban,88.1,Primary,100.0,Very High (15h+),Good (75-90%),Excellent (85+),5.882352941176471
Female,9.3,No,Rural,59.9,Secondary,59.3,Medium (5-10h),Poor (<60%),Pass (50-70),5.757281553398058
Female,16.0,Yes,Urban,84.5,Tertiary,100.0,Very High (15h+),Good (75-90%),Excellent (85+),5.882352941176471
Female,9.7,No,Rural,85.0,,60.6,Medium (5-10h),Good (75-90%),Pass (50-70),5.663551401869159
Female,13.4,No,Urban,62.4,Secondary,78.0,High (10-15h),Fair (60-75%),Good (70-85),5.416666666666667
Female,9.1,Yes,Urban,52.7,Secondary,75.6,Medium (5-10h),Poor (<60%),Good (70-85),7.485148514851485
Male,5.2,No,Rural,87.3,Secondary,44.7,Medium (5-10h),Good (75-90%),Fail (<50),7.209677419354839
Female,13.1,Yes,Rural,62.2,Secondary,93.4,High (10-15h),Fair (60-75%),Excellent (85+),6.624113475177306
Female,9.3,No,Urban,91.5,Secondary,70.0,Medium (5-10h),Excellent (90%+),Pass (50-70),6.796116504854369
Female,12.1,No,Urban,52.4,Tertiary,75.0,High (10-15h),Poor (<60%),Good (70-85),5.7251908396946565
Female,7.5,No,Rural,80.2,Secondary,62.6,Medium (5-10h),Good (75-90%),Pass (50-70),7.364705882352942
Male,12.0,No,Urban,91.6,Tertiary,85.1,High (10-15h),Excellent (90%+),Excellent (85+),6.546153846153846
Male,7.3,Yes,Urban,59.4,Tertiary,62.2,Medium (5-10h),Poor (<60%),Pass (50-70),7.493975903614458
Male,12.3,No,Urban,51.3,Tertiary,67.3,High (10-15h),Poor (<60%),Pass (50-70),5.060150375939849
Male,16.0,No,Urban,65.7,Secondary,83.6,Very High (15h+),Fair (60-75%),Good (70-85),4.917647058823529
Female,13.3,No,Rural,98.6,Tertiary,83.3,High (10-15h),Excellent (90%+),Good (70-85),5.825174825174825
Female,7.1,No,Urban,80.8,Primary,62.1,Medium (5-10h),Good (75-90%),Pass (50-70),7.666666666666667
Female,8.5,No,Urban,61.1,Primary,51.4,Medium (5-10h),Fair (60-75%),Pass (50-70),5.410526315789474
Male,15.3,No,Urban,99.5,Secondary,98.0,Very High (15h+),Excellent (90%+),Excellent (85+),6.012269938650307
Female,8.0,No,Urban,74.4,Secondary,55.7,Medium (5-10h),Fair (60-75%),Pass (50-70),6.188888888888889
Male,10.0,No,Urban,60.3,Primary,54.8,Medium (5-10h),Fair (60-75%),Pass (50-70),4.9818181818181815
Male,8.9,No,Rural,93.1,Secondary,56.6,Medium (5-10h),Excellent (90%+),Pass (50-70),5.717171717171717
Female,7.7,No,Rural,83.2,Tertiary,62.1,Medium (5-10h),Good (75-90%),Pass (50-70),7.13793103448276
Male,14.3,No,Urban,62.1,,67.9,High (10-15h),Fair (60-75%),Pass (50-70),4.437908496732026
Male,10.7,No,Rural,88.5,Secondary,72.3,High (10-15h),Good (75-90%),Good (70-85),6.17948717948718
Female,10.1,Yes,Urban,79.6,Secondary,86.7,High (10-15h),Good (75-90%),Excellent (85+),7.810810810810811
Female,11.1,No,Rural,51.4,Tertiary,59.6,High (10-15h),Poor (<60%),Pass (50-70),4.925619834710744
Male,13.7,No,Urban,94.0,Primary,85.0,High (10-15h),Excellent (90%+),Good (70-85),5.782312925170069
Male,7.7,Yes,Urban,78.8,Tertiary,84.6,Medium (5-10h),Good (75-90%),Good (70-85),9.724137931034482
Female,0.0,No,Urban,69.4,Tertiary,33.7,,Fair (60-75%),Fail (<50),33.7
Male,7.1,Yes,Urban,72.2,Primary,71.7,Medium (5-10h),Fair (60-75%),Good (70-85),8.851851851851853
Male,7.4,No,Urban,95.0,Tertiary,66.1,Medium (5-10h),Excellent (90%+),Pass (50-70),7.869047619047618
Male,11.3,No,Urban,81.2,Secondary,73.6,High (10-15h),Good (75-90%),Good (70-85),5.983739837398373
Female,15.5,Yes,Rural,89.8,Secondary,100.0,Very High (15h+),Good (75-90%),Excellent (85+),6.0606060606060606
Male,3.1,No,Urban,98.5,Secondary,52.3,Low (0-5h),Excellent (90%+),Pass (50-70),12.75609756097561
Male,9.3,No,Rural,97.8,Primary,68.8,Medium (5-10h),Excellent (90%+),Pass (50-70),6.679611650485437
Male,8.8,No,Urban,74.6,Secondary,57.5,Medium (5-10h),Fair (60-75%),Pass (50-70),5.86734693877551
Female,16.0,No,Urban,66.5,,90.9,Very High (15h+),Fair (60-75%),Excellent (85+),5.347058823529412
Male,1.7,No,Urban,68.7,Tertiary,33.7,Low (0-5h),Fair (60-75%),Fail (<50),12.481481481481481
Female,7.7,No,Urban,60.5,Secondary,56.8,Medium (5-10h),Fair (60-75%),Pass (50-70),6.528735632183908
Male,9.5,No,Urban,91.2,Tertiary,71.1,Medium (5-10h),Excellent (90%+),Good (70-85),6.7714285714285705
Female,7.2,Yes,Rural,73.0,Secondary,69.2,Medium (5-10h),Fair (60-75%),Pass (50-70),8.439024390243903
Female,10.1,Yes,Urban,75.0,Primary,83.9,High (10-15h),Fair (60-75%),Good (70-85),7.558558558558559
Female,14.5,Yes,Rural,56.2,Secondary,86.1,High (10-15h),Poor (<60%),Excellent (85+),5.554838709677419
Female,4.1,No,Rural,96.0,Tertiary,53.8,Low (0-5h),Excellent (90%+),Pass (50-70),10.549019607843137
Male,7.9,No,Rural,60.1,Secondary,51.9,Medium (5-10h),Fair (60-75%),Pass (50-70),5.831460674157303
Female,9.0,Yes,Urban,68.9,Tertiary,78.8,Medium (5-10h),Fair (60-75%),Good (70-85),7.88
Male,5.3,No,Rural,68.2,Primary,48.3,Medium (5-10h),Fair (60-75%),Fail (<50),7.666666666666666
Female,10.5,No,Urban,93.6,,69.8,High (10-15h),Excellent (90%+),Pass (50-70),6.069565217391304
Female,9.0,No,Urban,57.6,,48.0,Medium (5-10h),Poor (<60%),Fail (<50),4.8
Male,12.1,No,Rural,91.0,Primary,66.7,High (10-15h),Excellent (90%+),Pass (50-70),5.091603053435115
Male,16.0,No,Urban,76.4,Secondary,92.9,Very High (15h+),Good (75-90%),Excellent (85+),5.464705882352941
Male,4.5,No,Urban,64.6,Primary,34.5,Low (0-5h),Fair (60-75%),Fail (<50),6.2727272727272725
Female,10.0,No,Rural,85.3,Secondary,67.0,Medium (5-10h),Good (75-90%),Pass (50-70),6.090909090909091
Female,9.8,No,Urban,58.9,Secondary,65.1,Medium (5-10h),Poor (<60%),Pass (50-70),6.027777777777777
Male,9.7,No,Urban,98.8,,53.1,Medium (5-10h),Excellent (90%+),Pass (50-70),4.962616822429907
Female,10.7,Yes,Urban,50.1,Tertiary,86.5,High (10-15h),Poor (<60%),Excellent (85+),7.3931623931623935
Female,6.1,No,Rural,64.6,Secondary,43.0,Medium (5-10h),Fair (60-75%),Fail (<50),6.056338028169014
Male,11.3,Yes,Rural,64.1,Primary,72.5,High (10-15h),Fair (60-75%),Good (70-85),5.89430894308943
Male,9.3,Yes,Urban,69.7,Tertiary,82.3,Medium (5-10h),Fair (60-75%),Good (70-85),7.990291262135922
Male,13.9,No,Urban,57.1,Primary,64.1,High (10-15h),Poor (<60%),Pass (50-70),4.302013422818791
Male,5.3,No,Urban,93.7,Primary,54.9,Medium (5-10h),Excellent (90%+),Pass (50-70),8.714285714285714
Female,10.3,No,Urban,68.9,Tertiary,62.0,High (10-15h),Fair (60-75%),Pass (50-70),5.486725663716814
Female,10.6,Yes,Rural,82.9,Tertiary,87.3,High (10-15h),Good (75-90%),Excellent (85+),7.525862068965517
Male,14.6,Yes,Urban,68.9,Secondary,100.0,High (10-15h),Fair (60-75%),Excellent (85+),6.410256410256411
Female,8.2,No,Urban,91.9,Tertiary,71.3,Medium (5-10h),Excellent (90%+),Good (70-85),7.75
Female,16.0,No,Rural,82.9,Secondary,87.4,Very High (15h+),Good (75-90%),Excellent (85+),5.141176470588236
Female,6.6,Yes,Urban,56.8,,55.9,Medium (5-10h),Poor (<60%),Pass (50-70),7.355263157894737
Female,10.3,No,Urban,54.7,Tertiary,70.8,High (10-15h),Poor (<60%),Good (70-85),6.265486725663716
Female,1.7,No,Urban,87.4,Primary,37.2,Low (0-5h),Good (75-90%),Fail (<50),13.777777777777779
Female,13.9,No,Urban,82.4,Secondary,90.2,High (10-15h),Good (75-90%),Excellent (85+),6.053691275167785
Male,11.0,No,Rural,61.7,Tertiary,61.8,High (10-15h),Fair (60-75%),Pass (50-70),5.1499999999999995
Female,13.2,No,Urban,71.5,Secondary,84.3,High (10-15h),Fair (60-75%),Good (70-85),5.936619718309859
Female,7.1,No,Urban,69.3,Tertiary,66.3,Medium (5-10h),Fair (60-75%),Pass (50-70),8.185185185185185
Female,8.2,No,Rural,63.6,Secondary,54.1,Medium (5-10h),Fair (60-75%),Pass (50-70),5.880434782608696
Male,14.3,No,Urban,94.8,Secondary,94.3,High (10-15h),Excellent (90%+),Excellent (85+),6.163398692810457
Female,13.1,Yes,Urban,68.8,Tertiary,93.5,High (10-15h),Fair (60-75%),Excellent (85+),6.631205673758865
Female,14.2,No,Urban,87.7,Tertiary,88.9,High (10-15h),Good (75-90%),Excellent (85+),5.848684210526317
Female,5.3,Yes,Urban,89.9,Tertiary,73.2,Medium (5-10h),Good (75-90%),Good (70-85),11.61904761904762
Female,9.9,No,Rural,95.5,,76.6,Medium (5-10h),Excellent (90%+),Good (70-85),7.027522935779816
Female,11.2,No,Rural,52.5,Secondary,61.3,High (10-15h),Poor (<60%),Pass (50-70),5.024590163934426
Male,7.0,No,Rural,81.8,Tertiary,57.8,Medium (5-10h),Good (75-90%),Pass (50-70),7.225
Female,5.9,No,Rural,55.7,,42.7,Medium (5-10h),Poor (<60%),Fail (<50),6.188405797101449
Female,14.5,No,Urban,61.6,Tertiary,92.5,High (10-15h),Fair (60-75%),Excellent (85+),5.967741935483871
Male,7.4,Yes,Rural,88.0,Secondary,74.6,Medium (5-10h),Good (75-90%),Good (70-85),8.88095238095238
Male,11.9,No,Urban,87.4,Primary,84.7,High (10-15h),Good (75-90%),Good (70-85),6.565891472868217
Female,11.8,No,Rural,83.2,Secondary,80.3,High (10-15h),Good (75-90%),Good (70-85),6.273437499999999
Female,9.0,Yes,Urban,63.9,,63.7,Medium (5-10h),Fair (60-75%),Pass (50-70),6.37
Female,12.9,No,Urban,63.6,,75.2,High (10-15h),Fair (60-75%),Good (70-85),5.410071942446043
Male,6.1,Yes,Urban,99.2,Secondary,76.1,Medium (5-10h),Excellent (90%+),Good (70-85),10.71830985915493
Female,9.4,No,Urban,89.9,Primary,77.7,Medium (5-10h),Good (75-90%),Good (70-85),7.471153846153846
Male,12.3,No,Urban,95.8,Primary,84.2,High (10-15h),Excellent (90%+),Good (70-85),6.330827067669173
Female,11.5,Yes,Urban,62.3,Tertiary,86.7,High (10-15h),Fair (60-75%),Excellent (85+),6.936
Male,3.2,No,Rural,70.0,Secondary,42.2,Low (0-5h),Fair (60-75%),Fail (<50),10.047619047619047
Male,6.3,No,Rural,64.6,,50.3,Medium (5-10h),Fair (60-75%),Pass (50-70),6.890410958904109
Male,8.4,No,Urban,98.3,Primary,70.9,Medium (5-10h),Excellent (90%+),Good (70-85),7.542553191489362
Female,10.2,No,Rural,78.2,Primary,76.9,High (10-15h),Good (75-90%),Good (70-85),6.86607142857143
Female,0.9,Yes,Urban,76.3,Tertiary,61.8,Low (0-5h),Good (75-90%),Pass (50-70),32.526315789473685
Female,13.4,No,Rural,89.8,Secondary,88.9,High (10-15h),Good (75-90%),Excellent (85+),6.173611111111112
Female,7.9,No,Rural,68.8,Secondary,68.0,Medium (5-10h),Fair (60-75%),Pass (50-70),7.640449438202247
Female,6.3,No,Urban,89.1,Secondary,61.8,Medium (5-10h),Good (75-90%),Pass (50-70),8.465753424657533
Male,6.8,No,Rural,88.8,Tertiary,58.4,Medium (5-10h),Good (75-90%),Pass (50-70),7.487179487179487
Female,11.5,No,Rural,79.4,,68.2,High (10-15h),Good (75-90%),Pass (50-70),5.456
Female,9.9,No,Urban,57.9,Secondary,71.4,Medium (5-10h),Poor (<60%),Good (70-85),6.5504587155963305
Female,7.6,No,Urban,60.0,Primary,51.8,Medium (5-10h),Poor (<60%),Pass (50-70),6.023255813953488
Male,3.6,No,Urban,63.1,Tertiary,45.3,Low (0-5h),Fair (60-75%),Fail (<50),9.847826086956522
